code,name
162010,КОМСОМОЛЬСКИМ ОВД Г. НАБЕРЕЖНЫЕ ЧЕЛНЫ РЕСП. ТАТАРСТАН
162011,ОТДЕЛЕНИЕМ МИЛИЦИИ АЗИНО-2 СОВЕТСКОГО РАЙОНА Г. КАЗАНИ
162012,ЦЕНТРАЛЬНЫМ ОВД Г. НАБЕРЕЖНЫЕ ЧЕЛНЫ РЕСП. ТАТАРСТАН
162013,ЭЛЕКТРОТЕХНИЧЕСКИМ ОВД Г. НАБЕРЕЖНЫЕ ЧЕЛНЫ РЕСП. ТАТАРСТАН
162014,ОВД ТУКАЕВСКОГО РАЙОНА РЕСП. ТАТАРСТАН
162015,УВД АЛЬМЕТЬЕВСК
162015,УВД Г. АЛЬМЕТЬЕВСК РЕСП. ТАТАРСТАН
162016,БУГУЛЬМИНСКИМ ГРОВД РЕСП. ТАТАРСТАН
162017,УВД Г. ЗЕЛЕНОДОЛЬСКА И ЗЕЛЕНОДОЛЬСКОГО РАЙОНА РЕСП. ТАТАРСТАН
162017,УВД ЗЕЛЕНОДОЛЬСКА
162018,УВД Г. НИЖНЕКАМСКА РЕСП. ТАТАРСТАН
162019,КАМСКО-ПОЛЯНСКИМ ОВД Г. НИЖНЕКАМСКА РЕСП. ТАТАРСТАН
162020,БЫЗОВСКИМ ОВД Г. НИЖНЕКАМСКА РЕСП. ТАТАРСТАН
162021,АХТУБИНСКИМ ОВД Г. НИЖНЕКАМСКА РЕСП. ТАТАРСТАН
162022,АЗНАКАЕВСКИМ ГРОВД РЕСП. ТАТАРСТАН
162022,ОВД АЗНАКАЕВСКОГО РАЙОНА РЕСП. ТАТАРСТАН
162023,ЕЛАБУЖСКИЙ ГРОВД РЕСП. ТАТАРСТАН
162023,ЕЛАБУЖСКИМ ГРОВД РЕСП. ТАТАРСТАН
162024,ЗАИНСКИМ ГРОВД РЕСП. ТАТАРСТАН
162024,ОВД Г. ЗАИНСКА И ЗАИНСКОГО РАЙОНА РЕСП. ТАТАРСТАН
162024,ОВД Г. ЗАИНСКА РЕСП. ТАТАРСТАН
162025,ЛЕНИНОГОРСКИМ ГРОВД РЕСП. ТАТАРСТАН
162025,ОВД Г. ЛЕНИНОГОРСКА РЕСП. ТАТАРСТАН
162026,ОВД Г. ЧИСТОПОЛЬ РЕСП. ТАТАРСТАН
162026,ЧИСТОПОЛЬСКИМ ГРОВД РЕСП. ТАТАРСТАН
162027,ОВД АГРЫЗСКОГО РАЙОНА РЕСП. ТАТАРСТАН
162028,ОВД АКСУБАЕВСКОГО РАЙОНА РЕСП. ТАТАРСТАН
162029,ОВД АКТАНЫШСКОГО РАЙОНА РЕСП. ТАТАРСТАН
162030,ОВД АЛЕКСЕЕВСКОГО РАЙОНА РЕСП. ТАТАРСТАН
162031,ОВД АЛЬКЕЕВСКОГО РАЙОНА РЕСП. ТАТАРСТАН
162032,ОВД АПАСТОВСКОГО РАЙОНА РЕСП. ТАТАРСТАН
162033,ОВД АРСК
162033,ОВД АРСКОГО РАЙОНА РЕСП. ТАТАРСТАН
162034,ОВД АТНИНСКОГО РАЙОНА РЕСП. ТАТАРСТАН
162035,БАВЛИНСКИМ ГРОВД РЕСП. ТАТАРСТАН
162036,ОВД БАЛТАСИ
162036,ОВД БАЛТАСИНСКОГО РАЙОНА РЕСП. ТАТАРСТАН
162037,БУИНСКИМ ГРОВД РЕСП. ТАТАРСТАН
162037,ОВД БУИНСКОГО РАЙОНА РЕСП. ТАТАРСТАН
162038,ОВД ВЕРХНЕУСЛОНСКОГО РАЙОНА РЕСП. ТАТАРСТАН
162039,ОВД ВЫСОКОГОРСКОГО РАЙОНА РЕСП. ТАТАРСТАН
162040,ОВД ДРОЖЖАНОВСКОГО РАЙОНА РЕСП. ТАТАРСТАН
162041,ОВД КАЙБИЦКОГО РАЙОНА РЕСП. ТАТАРСТАН
162042,ОВД КАМСКО-УСТЬИНСКОГО РАЙОНА РЕСП. ТАТАРСТАН
162043,КУКМОРСКИМ РОВД РЕСП. ТАТАРСТАН
162043,ОВД КУКМОРСКОГО РАЙОНА РЕСП. ТАТАРСТАН
162044,ОВД ЛАИШЕВСКОГО РАЙОНА РЕСП. ТАТАРСТАН
162045,ОВД МАМАДЫШСКОГО РАЙОНА РЕСП. ТАТАРСТАН
162046,ОВД МЕНДЕЛЕЕВСКОГО РАЙОНА РЕСП. ТАТАРСТАН
162047,ОВД МЕНЗЕЛИНСКОГО РАЙОНА РЕСП. ТАТАРСТАН
162048,ОВД МУСЛЮМОВСКОГО РАЙОНА РЕСП. ТАТАРСТАН
162049,ОВД НОВОШЕШМИНСКОГО РАЙОНА РЕСП. ТАТАРСТАН
162050,ОВД НУРЛАТСКОГО РАЙОНА РЕСП. ТАТАРСТАН
162051,ОВД ПЕСТРЕЧИНСКОГО РАЙОНА РЕСП. ТАТАРСТАН
162052,ОВД РЫБНО-СЛОБОДСКОГО РАЙОНА РЕСП. ТАТАРСТАН
162053,ОВД САБИНСКОГО РАЙОНА РЕСП. ТАТАРСТАН
162054,ОВД САРМАНОВСКОГО РАЙОНА РЕСП. ТАТАРСТАН
162055,ОВД СПАССКОГО РАЙОНА РЕСП. ТАТАРСТАН
162056,ОВД ТЕТЮШСКОГО РАЙОНА РЕСП. ТАТАРСТАН
162056,ТЕТЮШСКИМ РОВД РЕСП. ТАТАРСТАН
162057,ОВД ТЮЛЯЧИ
162057,ОВД ТЮЛЯЧИНСКОГО РАЙОНА РЕСП. ТАТАРСТАН
162058,ОВД ЧЕРЕМШАНСКОГО РАЙОНА РЕСП. ТАТАРСТАН
162059,ОВД ЮТАЗИНСКОГО РАЙОНА РЕСП. ТАТАРСТАН
162060,БУГУЛЬМИНСКИМ ГРОВД РЕСП. ТАТАРСТАН
162061,УВД КИРОВСКОГО РАЙОНА Г. КАЗАНИ
163001,ОТДЕЛЕНИЕМ МИЛИЦИИ ДУБРАВНЫЙ ПРИВОЛЖСКОГО РАЙОНА Г. КАЗАНИ
163001,ОТДЕЛОМ МИЛИЦИИ ДУБРАВНЫЙ УВД ПРИВОЛЖСКОГО РАЙОНА Г. КАЗАНИ
163002,ОТДЕЛЕНИЕМ МИЛИЦИИ ЮДИНО КИРОВСКОГО РАЙОНА Г. КАЗАНИ
163003,ОТДЕЛЕНИЕМ МИЛИЦИИ ДЕРБЫШКИ СОВЕТСКОГО РАЙОНА Г. КАЗАНИ
163004,ВАСИЛЬЕВСКИМ ОМ ЗЕЛЕНОДОЛЬСКОГО РАЙОНА РЕСП. ТАТАРСТАН
163004,ВАСИЛЬЕВСКИМ ОМ РЕСП. ТАТАРСТАН
163004,ОТДЕЛЕНИЕМ МИЛИЦИИ ВАСИЛЬЕВО ЗЕЛЕНОДОЛЬСКОГО УВД РЕСП. ТАТАРСТАН
163005,НИЖНЕ-ВЯЗОВСКИМ ОМ ЗЕЛЕНОДОЛЬСКОГО РАЙОНА РЕСП. ТАТАРСТАН
163005,ОТДЕЛЕНИЕМ МИЛИЦИИ Н. ВЯЗОВЫЕ ЗЕЛЕНОДОЛЬСКОГО УВД РЕСП. ТАТАРСТАН
170000,ОФМС РОССИИ ПО РЕСП. ТЫВА
170001,МВД ПО РЕСП. ТЫВА
170001,ОТДЕЛЕНИЕМ ОФМС РОССИИ ПО РЕСП. ТЫВА В Г. КЫЗЫЛЕ
170002,МВД ПО РЕСП. ТЫВА
170002,МП ОФМС РОССИИ ПО РЕСП. ТЫВА В ПГТ КАА-ХЕМ
170002,ТП ОФМС РОССИИ ПО РЕСП. ТЫВА В ПГТ КАА-ХЕМ
170003,МВД ПО РЕСП. ТЫВА
170003,ТП ОФМС РОССИИ ПО РЕСП. ТЫВА В КАА-ХЕМСКОМ РАЙОНЕ
170004,МВД ПО РЕСП. ТЫВА
170004,ТП ОФМС РОССИИ ПО РЕСП. ТЫВА В ПИЙ-ХЕМСКОМ РАЙОНЕ
170005,МВД ПО РЕСП. ТЫВА
170005,ТП ОФМС РОССИИ ПО РЕСП. ТЫВА В ТАНДИНСКОМ РАЙОНЕ
170006,МВД ПО РЕСП. ТЫВА
170006,ТП ОФМС РОССИИ ПО РЕСП. ТЫВА В ЧЕДИ-ХОЛЬСКОМ РАЙОНЕ
170007,МВД ПО РЕСП. ТЫВА
170007,МП ОФМС РОССИИ ПО РЕСП. ТЫВА В УЛУГ-ХЕМСКОМ РАЙОНЕ
170007,ТП ОФМС РОССИИ ПО РЕСП. ТЫВА В УЛУГ-ХЕМСКОМ РАЙОНЕ
170008,МВД ПО РЕСП. ТЫВА
170008,ТП ОФМС РОССИИ ПО РЕСП. ТЫВА В ЧАА-ХОЛЬСКОМ РАЙОНЕ
170009,МВД ПО РЕСП. ТЫВА
170009,ТП ОФМС РОССИИ ПО РЕСП. ТЫВА В ДЗУН-ХЕМЧИКСКОМ РАЙОНЕ
170010,МВД ПО РЕСП. ТЫВА
170010,ТП ОФМС РОССИИ ПО РЕСП. ТЫВА В Г. АК-ДОВУРАКЕ
170011,МВД ПО РЕСП. ТЫВА
170011,МП ОФМС РОССИИ ПО РЕСП. ТЫВА В БАЙ-ТАЙГИНСКОМ РАЙОНЕ
170011,ТП ОФМС РОССИИ ПО РЕСП. ТЫВА В БАЙ-ТАЙГИНСКОМ РАЙОНЕ
170012,МВД ПО РЕСП. ТЫВА
170012,МП ОФМС РОССИИ ПО РЕСП. ТЫВА В ЭРЗИНСКОМ РАЙОНЕ
170012,ТП ОФМС РОССИИ ПО РЕСП. ТЫВА В ЭРЗИНСКОМ РАЙОНЕ
170013,МВД ПО РЕСП. ТЫВА
170013,ТП ОФМС РОССИИ ПО РЕСП. ТЫВА В ТЕС-ХЕМСКОМ РАЙОНЕ
170014,МВД ПО РЕСП. ТЫВА
170014,ТП ОФМС РОССИИ ПО РЕСП. ТЫВА В ОВЮРСКОМ РАЙОНЕ
170015,МВД ПО РЕСП. ТЫВА
170015,ТП ОФМС РОССИИ ПО РЕСП. ТЫВА В ТОДЖИНСКОМ РАЙОНЕ
170016,МВД ПО РЕСП. ТЫВА
170016,МП ОФМС РОССИИ ПО РЕСП. ТЫВА В МОНГУН-ТАЙГИНСКОМ РАЙОНЕ
170016,ТП ОФМС РОССИИ ПО РЕСП. ТЫВА В МОНГУН-ТАЙГИНСКОМ РАЙОНЕ
170017,МВД ПО РЕСП. ТЫВА
170017,МП ОФМС РОССИИ ПО РЕСП. ТЫВА В СУТ-ХОЛЬСКОМ РАЙОНЕ
170017,ТП ОФМС РОССИИ ПО РЕСП. ТЫВА В СУТ-ХОЛЬСКОМ РАЙОНЕ
172001,УВД Г. КЫЗЫЛА РЕСП. ТЫВА
172002,КЫЗЫЛСКИМ РОВД РЕСП. ТЫВА
172002,ОВД КЫЗЫЛСКОГО РАЙОНА РЕСП. ТЫВА
172003,ОВД КАА-ХЕМСКОГО РАЙОНА РЕСП. ТЫВА
172004,ОВД ПИЙ-ХЕМСКОГО РАЙОНА РЕСП. ТЫВА
172005,ОВД ТАНДИНСКОГО РАЙОНА РЕСП. ТЫВА
172006,ОВД ЧЕДИ-ХОЛЬСКОГО РАЙОНА РЕСП. ТЫВА
172006,ЧЕДИ-ХОЛЬСКИМ РОВД РЕСП. ТЫВА
172007,ОВД УЛУГ-ХЕМСКОГО РАЙОНА РЕСП. ТЫВА
172007,УЛУГ-ХЕМСКИМ РОВД РЕСП. ТЫВА
172008,ОВД ЧАА-ХОЛЬСКОГО РАЙОНА РЕСП. ТЫВА
172009,ДЗУН-ХЕМЧИКСКИМ РОВД РЕСП. ТЫВА
172009,ОВД ДЗУН-ХЕМЧИКСКОГО РАЙОНА РЕСП. ТЫВА
172010,БАРУН-ХЕМЧИКСКИМ РОВД РЕСП. ТЫВА
172010,ОВД БАРУН-ХЕМЧИКСКОГО РАЙОНА РЕСП. ТЫВА
172011,ОВД Г. АК-ДОВУРАКА РЕСП. ТЫВА
172012,ОВД БАЙ-ТАЙГИНСКОГО РАЙОНА РЕСП. ТЫВА
172013,ОВД ЭРЗИНСКОГО РАЙОНА РЕСП. ТЫВА
172014,ОВД ТЕС-ХЕМСКОГО РАЙОНА РЕСП. ТЫВА
172015,ОВД ОВЮРСКОГО РАЙОНА РЕСП. ТЫВА
172016,ОВД ТОДЖИНСКОГО РАЙОНА РЕСП. ТЫВА
172017,ОВД МОНГУН-ТАЙГИНСКОГО РАЙОНА РЕСП. ТЫВА
172018,ОВД СУТ-ХОЛЬСКОГО РАЙОНА РЕСП. ТЫВА
173001,ОВД ТЕРЕ-ХОЛЬСКОГО РАЙОНА РЕСП. ТЫВА
180001,МВД ПО УДМУРТСКОЙ РЕСП.
180001,УФМС РОССИИ ПО УДМУРТСКОЙ РЕСП.
180002,МВД ПО УДМУРТСКОЙ РЕСП.
180002,ОТДЕЛОМ УФМС РОССИИ ПО УДМУРТСКОЙ РЕСП. В ИНДУСТРИАЛЬНОМ РАЙОНЕ Г. ИЖЕВСКА
180003,МВД ПО УДМУРТСКОЙ РЕСП.
180003,ОТДЕЛОМ УФМС РОССИИ ПО УДМУРТСКОЙ РЕСП. В УСТИНОВСКОМ РАЙОНЕ Г. ИЖЕВСКА
180004,МВД ПО УДМУРТСКОЙ РЕСП.
180004,ОТДЕЛОМ УФМС РОССИИ ПО УДМУРТСКОЙ РЕСП. В ЛЕНИНСКОМ РАЙОНЕ Г. ИЖЕВСКА
180005,МВД ПО УДМУРТСКОЙ РЕСП.
180005,ОТДЕЛОМ УФМС РОССИИ ПО УДМУРТСКОЙ РЕСП. В ОКТЯБРЬСКОМ РАЙОНЕ Г. ИЖЕВСКА
180005,ОТДЕЛОМ УФМС РОССИИ ПО УДМУРТСКОЙ РЕСП. В ОКТЯБРЬСОКМ РАЙОНЕ Г. ИЖЕВСКА
180006,МВД ПО УДМУРТСКОЙ РЕСП.
180006,ОТДЕЛОМ УФМС РОССИИ ПО УДМУРТСКОЙ РЕСП. В ПЕРВОМАЙСКОМ РАЙОНЕ Г. ИЖЕВСКА
180007,МВД ПО УДМУРТСКОЙ РЕСП.
180007,МВД РОССИИ ПО УДМУРТСКОЙ РЕСП.
180007,МРО УФМС РОССИИ ПО УДМУРТСКОЙ РЕСП. В Г. ВОТКИНСКЕ
180007,ОТДЕЛОМ УФМС РОССИИ ПО УДМУРТСКОЙ РЕСП. В Г. ВОТКИНСКЕ
180008,МВД ПО УДМУРТСКОЙ РЕСП.
180008,МРО УФМС РОССИИ ПО УДМУРТСКОЙ РЕСП. В Г. ГЛАЗОВЕ
180009,МВД ПО УДМУРТСКОЙ РЕСП.
180009,МРО УФМС РОССИИ ПО УДМУРТСКОЙ РЕСП. В Г. МОЖГЕ
180010,МВД ПО УДМУРТСКОЙ РЕСП.
180010,МРО УФМС РОССИИ ПО УДМУРТСКОЙ РЕСП. В Г. САРАПУЛЕ
180011,МВД ПО УДМУРТСКОЙ РЕСП.
180011,МП В С. АЛНАШИ МРО УФМС РОССИИ ПО УДМУРТСКОЙ РЕСП. В Г. МОЖГЕ
180011,ТП В С. АЛНАШИ МРО УФМС РОССИИ ПО УДМУРТСКОЙ РЕСП. В Г. МОЖГЕ
180011,ТП УФМС РОССИИ ПО УДМУРТСКОЙ РЕСП. В АЛНАШСКОМ РАЙОНЕ
180012,МВД ПО УДМУРТСКОЙ РЕСП.
180012,ТП УФМС РОССИИ ПО УДМУРТСКОЙ РЕСП. В БАЛЕЗИНСКОМ РАЙОНЕ
180013,МВД ПО УДМУРТСКОЙ РЕСП.
180013,МП УФМС РОССИИ ПО УДМУРТСКОЙ РЕСП. В ВАВОЖСКОМ РАЙОНЕ
180013,ТП УФМС РОССИИ ПО УДМУРТСКОЙ РЕСП. В ВАВОЖСКОМ РАЙОНЕ
180014,МВД ПО УДМУРТСКОЙ РЕСП.
180014,ТП В С. ГРАХОВО МРО УФМС РОССИИ ПО УДМУРТСКОЙ РЕСП. В Г. МОЖГЕ
180015,МВД ПО УДМУРТСКОЙ РЕСП.
180015,ТП В С. ДЕБЕСЫ МОУФМС РОССИИ ПО УДМУРТСКОЙ РЕСП. В ПГТ ИГРА
180015,ТП В С. ДЕБЕСЫ МРО УФМС РОССИИ ПО УДМУРТСКОЙ РЕСП. В ПГТ ИГРА
180016,МВД ПО УДМУРТСКОЙ РЕСП.
180016,ОТДЕЛЕНИЕМ УФМС РОССИИ ПО УДМУРТСКОЙ РЕСП. В ЗАВЬЯЛОВСКОМ РАЙОНЕ
180017,МВД ПО УДМУРТСКОЙ РЕСП.
180017,МРО УФМС РОССИИ ПО УДМУРТСКОЙ РЕСП. В ПГТ ИГРА
180017,МРО УФМС РОССИИ ПО УДМУРТСКОЙ РЕСП. В ПОС. ИГРА
180017,ОТДЕЛЕНИЕМ УФМС РОССИИ ПО УДМУРТСКОЙ РЕСП. В ИГРИНСКОМ РАЙОНЕ
180018,МВД ПО УДМУРТСКОЙ РЕСП.
180018,МП УФМС РОССИИ ПО УДМУРТСКОЙ РЕСП. В КАМБАРСКОМ РАЙОНЕ
180018,ТП УФМС РОССИИ ПО УДМУРТСКОЙ РЕСП. В КАМБАРСКОМ РАЙОНЕ
180019,В С. КАРАКУЛИНО МРО УФМС РОССИИ ПО УДМУРТСКОЙ РЕСП. В Г. САРАПУЛЕ
180019,МВД ПО УДМУРТСКОЙ РЕСП.
180019,МП В С. КАРАКУЛИНО МРО УФМС РОССИИ ПО УДМУРТСКОЙ РЕСП. В Г. САРАПУЛЕ
180020,МВД ПО УДМУРТСКОЙ РЕСП.
180020,ТП УФМС РОССИИ ПО УДМУРТСКОЙ РЕСП. В КЕЗСКОМ РАЙОНЕ
180021,МВД ПО УДМУРТСКОЙ РЕСП.
180021,МП УФМС РОССИИ ПО УДМУРТСКОЙ РЕСП. В КИЗНЕРСКОМ РАЙОНЕ
180021,ТП УФМС РОССИИ ПО УДМУРТСКОЙ РЕСП. В КИЗНЕРСКОМ РАЙОНЕ
180022,МВД ПО УДМУРТСКОЙ РЕСП.
180022,ТП В С. КИЯСОВО МРО УФМС РОССИИ ПО УДМУРТСКОЙ РЕСП. В Г. САРАПУЛЕ
180023,МВД ПО УДМУРТСКОЙ РЕСП.
180023,ТП В С. КРАСНОГОРСКОЕ МОУФМС РОССИИ ПО УДМУРТСКОЙ РЕСП. В Г. ГЛАЗОВЕ
180023,ТП В С. КРАСНОГОРСКОЕ МРО УФМС РОССИИ ПО УДМУРТСКОЙ РЕСП. В Г. ГЛАЗОВЕ
180024,МВД ПО УДМУРТСКОЙ РЕСП.
180024,ТП УФМС РОССИИ ПО УДМУРТСКОЙ РЕСП. В МАЛОПУРГИНСКОМ РАЙОНЕ
180025,В С. СЕЛТЫ МРО УФМС РОССИИ ПО УДМУРТСКОЙ РЕСП. В ПГТ УВА
180025,МВД ПО УДМУРТСКОЙ РЕСП.
180026,МВД ПО УДМУРТСКОЙ РЕСП.
180026,МП УФМС РОССИИ ПО УДМУРТСКОЙ РЕСП. В С. СЮМСИ
180026,ТП В С. СЮМСИ МРО УФМС РОССИИ ПО УДМУРТСКОЙ РЕСП. В ПГТ УВА
180026,ТП УФМС РОССИИ ПО УДМУРТСКОЙ РЕСП. В С. СЮМСИ
180026,ТП УФМС РОССИИ ПО УДМУРТСКОЙ РЕСП. В СЮМСИНСКОМ РАЙОНЕ
180027,МВД ПО УДМУРТСКОЙ РЕСП.
180027,МРО УФМС РОССИИ ПО УДМУРТСКОЙ РЕСП. В ПГТ УВА
180027,ТП УФМС РОССИИ ПО УДМУРТСКОЙ РЕСП. В ПОС. УВА
180028,МВД ПО УДМУРТСКОЙ РЕСП.
180028,ТП УФМС РОССИИ ПО УДМУРТСКОЙ РЕСП. В ШАРКАНСКОМ РАЙОНЕ
180029,МВД ПО УДМУРТСКОЙ РЕСП.
180029,ТП В С. ЮКАМЕНСКОЕ МРО УФМС РОССИИ ПО УДМУРТСКОЙ РЕСП. В Г. ГЛАЗОВЕ
180029,ТП В С. ЮКАМЕНСКОЕ МРО УФМС РОССИИ ПО УДМУРТСКОЙ РЕСПУБЛИКЕВ Г. ГЛАЗОВЕ
180030,МВД ПО УДМУРТСКОЙ РЕСП.
180030,ТП УФМС РОССИИ ПО УДМУРТСКОЙ РЕСП. В ЯКШУР-БОДЬИНСКОМ РАЙОНЕ
180031,МВД ПО УДМУРТСКОЙ РЕСП.
180031,ТП УФМС РОССИИ ПО УДМУРТСКОЙ РЕСП. В ЯРСКОМ РАЙОНЕ
180040,ОТДЕЛОМ ПО ДЕЛАМ МИГРАЦИИ УФМС РОССИИ ПО УДМУРТСКОЙ РЕСП.
181001,МВД УДМУРТСКОЙ РЕСП.
182001,ИНДУСТРИАЛЬНЫМ РОВД Г. ИЖЕВСКА
182001,ОВД ИНДУСТРИАЛЬНОГО РАЙОНА Г. ИЖЕВСКА
182002,ОВД УСТИНОВСКОГО РАЙОНА Г. ИЖЕВСКА
182002,УСТИНОВСКИМ РОВД Г. ИЖЕВСКА
182003,ЛЕНИНСКИМ РОВД Г. ИЖЕВСКА
182003,ОВД ЛЕНИНСКОГО РАЙОНА Г. ИЖЕВСКА
182004,ОВД ОКТЯБРЬСКОГО РАЙОНА Г. ИЖЕВСКА
182004,ОКТЯБРЬСКИМ РОВД Г. ИЖЕВСКА
182005,ОВД ПЕРВОМАЙСКОГО РАЙОНА Г. ИЖЕВСКА
182005,ПЕРВОМАЙСКИМ РОВД Г. ИЖЕВСКА
182006,УВД Г. ВОТКИНСКА И ВОТКИНСКОГО РАЙОНА УДМУРТСКОЙ РЕСП.
182006,УВД Г. ВОТКИНСКА УДМУРТСКОЙ РЕСП.
182007,ОВД Г. ГЛАЗОВА УДМУРТСКОЙ РЕСП.
182007,УВД Г. ГЛАЗОВА И ГЛАЗОВСКОГО РАЙОНА УДМУРТСКОЙ РЕСП.
182008,ОВД Г. МОЖГИ И МОЖГИНСКОГО РАЙОНА УДМУРТСКОЙ РЕСП.
182008,ОВД Г. МОЖГИ УДМУРТСКОЙ РЕСП.
182009,ОВД Г. САРАПУЛА УДМУРТСКОЙ РЕСП.
182009,САРАПУЛЬСКИМ ГОВД УДМУРТСКОЙ РЕСП.
182009,УВД Г. САРАПУЛА И САРАПУЛЬСКОГО РАЙОНА УДМУРТСКОЙ РЕСП.
182010,АЛНАШСКИМ РОВД МВД УДМУРТСКОЙ РЕСП.
182010,ОВД АЛНАШСКОГО РАЙОНА УДМУРТСКОЙ РЕСП.
182011,БАЛЕЗИНСКИМ РОВД УДМУРТСКОЙ РЕСП.
182011,ОВД БАЛЕЗИНСКОГО РАЙОНА УДМУРТСКОЙ РЕСП.
182012,ВАВОЖСКИМ РОВД УДМУРТСКОЙ РЕСП.
182012,ОВД ВАВОЖСКОГО РАЙОНА УДМУРТСКОЙ РЕСП.
182013,ОВД ГРАХОВСКОГО РАЙОНА УДМУРТСКОЙ РЕСП.
182014,ГЛАЗОВСКИМ РОВД УДМУРТСКОЙ РЕСП.
182014,ОВД ГЛАЗОВСКОГО РАЙОНА УДМУРТСКОЙ РЕСП.
182015,ДЕБЕССКИМ РОВД УДМУРТСКОЙ РЕСП.
182015,ОВД ДЕБЕССКОГО РАЙОНА УДМУРТСКОЙ РЕСП.
182016,ЗАВЬЯЛОВСКИМ РОВД УДМУРТСКОЙ РЕСП.
182016,ОВД ЗАВЬЯЛОВСКОГО РАЙОНА УДМУРТСКОЙ РЕСП.
182017,ИГРИНСКИМ РОВД УДМУРТСКОЙ РЕСП.
182017,ОВД ИГРИНСКОГО РАЙОНА УДМУРТСКОЙ РЕСП.
182018,КАМБАРСКИМ РОВД УДМУРТСКОЙ РЕСП.
182018,ОВД КАМБАРСКОГО РАЙОНА УДМУРТСКОЙ РЕСП.
182019,КАРАКУЛИНСКИМ РОВД УДМУРТСКОЙ РЕСП.
182019,ОВД КАРАКУЛИНСКОГО РАЙОНА УДМУРТСКОЙ РЕСП.
182020,КЕЗСКИМ РОВД УДМУРТСКОЙ РЕСП.
182020,ОВД КЕЗСКОГО РАЙОНА УДМУРТСКОЙ РЕСП.
182021,КИЗНЕРСКИМ РОВД УДМУРТСКОЙ РЕСП.
182021,ОВД КИЗНЕРСКОГО РАЙОНА УДМУРТСКОЙ РЕСП.
182022,КИЯСОВСКИМ РОВД УДМУРТСКОЙ РЕСП.
182022,ОВД КИЯСОВСКОГО РАЙОНА УДМУРТСКОЙ РЕСП.
182023,КРАСНОГОРСКИМ РОВД УДМУРТСКОЙ РЕСП.
182023,ОВД КРАСНОГОРСКОГО РАЙОНА УДМУРТСКОЙ РЕСП.
182024,МАЛОПУРГИНСКИМ РОВД УДМУРТСКОЙ РЕСП.
182024,ОВД МАЛОПУРГИНСКОГО РАЙОНА УДМУРТСКОЙ РЕСП.
182025,ОВД САРАПУЛЬСКОГО РАЙОНА УДМУРТСКОЙ РЕСП.
182025,САРАПУЛЬСКИМ РОВД УДМУРТСКОЙ РЕСП.
182026,ОВД СЕЛТИНСКОГО РАЙОНА УДМУРТСКОЙ РЕСП.
182026,СЕЛТИНСКИМ РОВД УДМУРТСКОЙ РЕСП.
182027,ОВД СЮМСИНСКОГО РАЙОНА УДМУРТСКОЙ РЕСП.
182027,СЮМСИНСКИМ РОВД УДМУРТСКОЙ РЕСП.
182028,ОВД УВИНСКОГО РАЙОНА УДМУРТСКОЙ РЕСП.
182028,УВИНСКИМ РОВД УДМУРТСКОЙ РЕСП.
182029,ОВД ШАРКАНСКОГО РАЙОНА УДМУРТСКОЙ РЕСП.
182030,ОВД ЮКАМЕНСКОГО РАЙОНА УДМУРТСКОЙ РЕСП.
182030,ЮКАМЕНСКИМ РОВД УДМУРТСКОЙ РЕСП.
182031,ОВД ЯКШУР-БОДЬИНСКОГО РАЙОНА УДМУРТСКОЙ РЕСП.
182031,ЯКШУР-БОДЬИНСКИМ РОВД УДМУРТСКОЙ РЕСП.
182032,ОВД ЯРСКОГО РАЙОНА УДМУРТСКОЙ РЕСП.
182032,ЯРСКИМ РОВД УДМУРТСКОЙ РЕСП.
190001,МВД ПО РЕСП. ХАКАСИЯ
190001,МВД ПО УДМУРТСКОЙ РЕСП.
190001,УФМС РОССИИ ПО РЕСП. ХАКАСИЯ
190002,МВД ПО УДМУРТСКОЙ РЕСП.
190002,ОТДЕЛЕНИЕМ УФМС РОССИИ ПО РЕСП. ХАКАСИЯ В Г. АБАКАН
190002,ОТДЕЛОМ УФМС РОССИИ ПО РЕСП. ХАКАСИЯ В Г. АБАКАНЕ
190003,МВД ПО УДМУРТСКОЙ РЕСП.
190003,ОТДЕЛОМ УФМС РОССИИ ПО РЕСП. ХАКАСИЯ В Г. САЯНОГОРСКЕ
190004,МВД ПО УДМУРТСКОЙ РЕСП.
190004,ОТДЕЛЕНИЕМ УФМС РОССИИ ПО РЕСП. ХАКАСИЯ В Г. ЧЕРНОГОРСКЕ
190004,ОТДЕЛОМ УФМС РОССИИ ПО РЕСП. ХАКАСИЯ В Г. ЧЕРНОГОРСКЕ
190005,МВД ПО УДМУРТСКОЙ РЕСП.
190005,ОТДЕЛЕНИЕМ УФМС РОССИИ ПО РЕСП. ХАКАСИЯ В С. АСКИЗ
190005,ОТДЕЛОМ УФМС РОССИИ ПО РЕСП. ХАКАСИЯ В АСКИЗСКОМ РАЙОНЕ
190006,МВД ПО УДМУРТСКОЙ РЕСП.
190006,ОТДЕЛОМ УФМС РОССИИ ПО РЕСП. ХАКАСИЯ В УСТЬ-АБАКАНСКОМ РАЙОНЕ
190007,МВД ПО УДМУРТСКОЙ РЕСП.
190007,ОТДЕЛЕНИЕМ УФМС РОССИИ ПО РЕСП. ХАКАСИЯ В ПОС. ШИРА
190007,ОТДЕЛОМ УФМС РОССИИ ПО РЕСП. ХАКАСИЯ В ШИРИНСКОМ РАЙОНЕ
190008,МВД ПО УДМУРТСКОЙ РЕСП.
